,System Name,Observation no.,Number of Diagnoses,Minimal Cardinality,Maximal Cardinality,Runtim e (ms)
157,74182,158,12,4,--,0.22750020027160645
158,74182,159,4,3,--,0.32967329025268555
159,74182,160,18,5,--,0.6670022010803223
160,74182,161,24,4,--,0.21027088165283203
161,74182,162,48,4,--,0.20288395881652832
162,74182,163,12,4,--,0.22574591636657715
163,74182,164,4,4,--,0.3215508460998535
164,74182,165,12,4,--,0.22439789772033691
165,74182,166,28,4,--,0.20617079734802246
166,74182,167,3,4,--,0.4487752914428711
167,74182,168,8,4,--,0.2572469711303711
168,74182,169,24,4,--,0.21121501922607422
169,74182,170,8,4,--,0.255281925201416
170,74182,171,48,4,--,0.20321297645568848
171,74182,172,8,4,--,0.2575390338897705
172,74182,173,16,4,--,0.21425890922546387
173,74182,174,8,4,--,0.25415897369384766
174,74182,175,4,4,--,0.3215489387512207
175,74182,176,3,4,--,0.44979381561279297
176,74182,177,16,4,--,0.2119309902191162
177,74182,178,48,4,--,0.20498275756835938
178,74182,179,12,4,--,0.22862815856933594
179,74182,180,12,4,--,0.22748184204101562
180,74182,181,17,4,--,0.21206116676330566
181,74182,182,4,4,--,0.32187700271606445
182,74182,183,48,4,--,0.20261502265930176
183,74182,184,1,4,--,1.258857011795044
184,74182,185,4,4,--,0.3195490837097168
185,74182,186,16,4,--,0.21137523651123047
186,74182,187,16,4,--,0.21149182319641113
187,74182,188,48,4,--,0.20428204536437988
188,74182,189,6,4,--,0.32344508171081543
189,74182,190,8,4,--,0.2538282871246338
190,74182,191,24,4,--,0.20979905128479004
191,74182,192,24,4,--,0.21147799491882324
192,74182,193,144,5,--,0.662642240524292
193,74182,194,14,4,--,0.20647382736206055
194,74182,195,12,4,--,0.22579288482666016
195,74182,196,24,4,--,0.21152997016906738
196,74182,197,1,3,--,2.2796871662139893
197,74182,198,32,4,--,0.2085421085357666
198,74182,199,48,4,--,0.20461797714233398
199,74182,200,24,4,--,0.21236205101013184
200,74182,201,4,5,--,0.677487850189209
201,74182,202,1,4,--,1.3143019676208496
202,74182,203,12,5,--,0.665524959564209
203,74182,204,96,5,--,0.6658070087432861
204,74182,205,12,5,--,0.6694889068603516
205,74182,206,96,5,--,0.670274019241333
206,74182,207,1,5,--,1.1309728622436523
207,74182,208,96,5,--,0.6682753562927246
208,74182,209,24,5,--,0.670231819152832
209,74182,210,24,5,--,0.6660590171813965
210,74182,211,16,5,--,0.671151876449585
211,74182,212,16,5,--,0.6732590198516846
212,74182,213,1,5,--,1.124161720275879
213,74182,214,96,5,--,0.6742730140686035
214,74182,215,16,5,--,0.6757969856262207
215,74182,216,96,5,--,0.6681821346282959
216,74182,217,16,5,--,0.673635721206665
217,74182,218,36,5,--,0.6705589294433594
218,74182,219,144,5,--,0.6722409725189209
219,74182,220,6,5,--,0.6955981254577637
220,74182,221,24,5,--,0.6610980033874512
221,74182,222,24,5,--,0.6666321754455566
222,74182,223,48,5,--,0.6661839485168457
223,74182,224,96,5,--,0.662193775177002
224,74182,225,144,5,--,0.6625669002532959
225,74182,226,32,5,--,0.6617069244384766
226,74182,227,96,5,--,0.6554088592529297
227,74182,228,24,5,--,0.6567540168762207
228,74182,229,24,5,--,0.6656301021575928
229,74182,230,96,5,--,0.6632101535797119
230,74182,231,12,4,--,0.22696185111999512
231,74182,232,24,5,--,0.6709189414978027
232,74182,233,6,5,--,0.6996171474456787
233,74182,234,16,5,--,0.667100191116333
234,74182,235,96,5,--,0.6632380485534668
235,74182,236,16,5,--,0.6654942035675049
236,74182,237,96,5,--,0.6669270992279053
237,74182,238,24,5,--,0.6623291969299316
238,74182,239,6,5,--,0.7010200023651123
239,74182,240,16,5,--,0.6729469299316406
240,74182,241,24,5,--,0.6647381782531738
241,74182,242,4,5,--,0.7035598754882812
242,74182,243,6,5,--,0.6961262226104736
243,74182,244,48,5,--,0.6657421588897705
244,74182,245,4,5,--,0.7005417346954346
245,74182,246,12,5,--,0.6787960529327393
246,74182,247,96,5,--,0.6551580429077148
247,74182,248,4,5,--,0.7046141624450684
248,74182,249,96,5,--,0.668586015701294
249,74182,250,24,5,--,0.6609220504760742
